NAME,state,county,Estimate!!Total
"Orleans County, Vermont",50,019,26911.0
"Grand Isle County, Vermont",50,013,6965.0
"Orange County, Vermont",50,017,28937.0
"Chittenden County, Vermont",50,007,162052.0
"Lamoille County, Vermont",50,015,25268.0
"Windsor County, Vermont",50,027,55427.0
"Caledonia County, Vermont",50,005,30425.0
"Tazewell County, Virginia",51,185,42080.0
"Windham County, Vermont",50,025,43150.0
"Addison County, Vermont",50,001,36939.0
"Washington County, Vermont",50,023,58477.0
"Falls Church city, Virginia",51,610,14067.0
"Manassas Park city, Virginia",51,685,16423.0
"Poquoson city, Virginia",51,735,12039.0
"Sussex County, Virginia",51,183,11486.0
"Waynesboro city, Virginia",51,820,21926.0
"Roanoke city, Virginia",51,770,99621.0
"Salem city, Virginia",51,775,25519.0
"Norfolk city, Virginia",51,710,245592.0
"Charlotte County, Virginia",51,037,12095.0
"Fairfax County, Virginia",51,059,1143529.0
"Greensville County, Virginia",51,081,11659.0
"James City County, Virginia",51,095,74153.0
"Russell County, Virginia",51,167,27408.0
"Smyth County, Virginia",51,173,31059.0
"Lexington city, Virginia",51,678,7110.0
"Campbell County, Virginia",51,031,55170.0
"Henry County, Virginia",51,089,51588.0
"King George County, Virginia",51,099,25890.0
"Lancaster County, Virginia",51,103,10804.0
"Lee County, Virginia",51,105,24134.0
"Mathews County, Virginia",51,115,8796.0
"Middlesex County, Virginia",51,119,10700.0
"Prince George County, Virginia",51,149,37894.0
"Rockingham County, Virginia",51,165,79444.0
"Scott County, Virginia",51,169,22009.0
"Surry County, Virginia",51,181,6600.0
"Appomattox County, Virginia",51,011,15577.0
"Franklin County, Virginia",51,067,56233.0
"King and Queen County, Virginia",51,097,7052.0
"Montgomery County, Virginia",51,121,97997.0
"New Kent County, Virginia",51,127,21103.0
"Cumberland County, Virginia",51,049,9786.0
"Goochland County, Virginia",51,075,22482.0
"Halifax County, Virginia",51,083,34779.0
"Madison County, Virginia",51,113,13139.0
"Prince William County, Virginia",51,153,456749.0
"Southampton County, Virginia",51,175,17939.0
"Highland County, Virginia",51,091,2214.0
"Brunswick County, Virginia",51,025,16665.0
"Caroline County, Virginia",51,033,30184.0
"Gloucester County, Virginia",51,073,37161.0
"Northampton County, Virginia",51,131,11957.0
"Patrick County, Virginia",51,141,17859.0
"Powhatan County, Virginia",51,145,28574.0
"Rockbridge County, Virginia",51,163,22509.0
"Shenandoah County, Virginia",51,171,43045.0
"Fauquier County, Virginia",51,061,69115.0
"Charles City County, Virginia",51,036,6995.0
"Culpeper County, Virginia",51,047,50450.0
"Dinwiddie County, Virginia",51,053,28308.0
"Greene County, Virginia",51,079,19410.0
"Hanover County, Virginia",51,085,104449.0
"Lunenburg County, Virginia",51,111,12278.0
"Orange County, Virginia",51,137,35612.0
"Harrisonburg city, Virginia",51,660,53391.0
"Emporia city, Virginia",51,595,5381.0
"Wythe County, Virginia",51,197,28940.0
"Chesapeake city, Virginia",51,550,237820.0
"Albemarle County, Virginia",51,003,106355.0
"Bedford County, Virginia",51,019,77908.0
"Botetourt County, Virginia",51,023,33222.0
"Wise County, Virginia",51,195,39025.0
"Bristol city, Virginia",51,520,16843.0
"Portsmouth city, Virginia",51,740,95311.0
"Williamsburg city, Virginia",51,830,14788.0
"Alleghany County, Virginia",51,005,15286.0
"Carroll County, Virginia",51,035,29738.0
"Washington County, Virginia",51,191,54406.0
"Northumberland County, Virginia",51,133,12223.0
"Page County, Virginia",51,139,23749.0
"Warren County, Virginia",51,187,39449.0
"Alexandria city, Virginia",51,510,156505.0
"Fredericksburg city, Virginia",51,630,28469.0
"Hampton city, Virginia",51,650,135583.0
"Arlington County, Virginia",51,013,231803.0
"Hopewell city, Virginia",51,670,22408.0
"Buchanan County, Virginia",51,027,22138.0
"Frederick County, Virginia",51,069,85153.0
"Stafford County, Virginia",51,179,144012.0
"York County, Virginia",51,199,67587.0
"Richmond city, Virginia",51,760,223787.0
"Nelson County, Virginia",51,125,14812.0
"Pittsylvania County, Virginia",51,143,61676.0
"Norton city, Virginia",51,720,3990.0
"Fluvanna County, Virginia",51,065,26282.0
"Amelia County, Virginia",51,007,12854.0
"Winchester city, Virginia",51,840,27789.0
"Accomack County, Virginia",51,001,32742.0
"Floyd County, Virginia",51,063,15666.0
"Grayson County, Virginia",51,077,15811.0
"Nottoway County, Virginia",51,135,15500.0
"Harrison County, West Virginia",54,033,68209.0
"Ohio County, West Virginia",54,069,42547.0
"Calhoun County, West Virginia",54,013,7396.0
"Morgan County, West Virginia",54,065,17624.0
"Raleigh County, West Virginia",54,081,76232.0
"Braxton County, West Virginia",54,007,14282.0
"Barbour County, West Virginia",54,001,16730.0
"McDowell County, West Virginia",54,047,19217.0
"Wayne County, West Virginia",54,099,40708.0
"Wyoming County, West Virginia",54,109,21711.0
"Jackson County, West Virginia",54,035,29018.0
"Mercer County, West Virginia",54,055,60486.0
"Upshur County, West Virginia",54,097,24605.0
"Webster County, West Virginia",54,101,8518.0
"Berkeley County, West Virginia",54,003,113495.0
"Fayette County, West Virginia",54,019,44126.0
"Grant County, West Virginia",54,023,11641.0
"Hampshire County, West Virginia",54,027,23363.0
"Summers County, West Virginia",54,089,13018.0
"Brooke County, West Virginia",54,009,22772.0
"Doddridge County, West Virginia",54,017,8536.0
"Mineral County, West Virginia",54,057,27278.0
"Greenbrier County, West Virginia",54,025,35347.0
"Hardy County, West Virginia",54,031,13842.0
"Marion County, West Virginia",54,049,56497.0
"Mingo County, West Virginia",54,059,24741.0
"Hancock County, West Virginia",54,029,29680.0
"Lewis County, West Virginia",54,041,16276.0
"Nicholas County, West Virginia",54,067,25324.0
"Pocahontas County, West Virginia",54,075,8531.0
"Tyler County, West Virginia",54,095,8909.0
"Randolph County, West Virginia",54,083,29065.0
"Taylor County, West Virginia",54,091,16951.0
"Wirt County, West Virginia",54,105,5797.0
"Clay County, West Virginia",54,015,8785.0
"Gilmer County, West Virginia",54,021,8205.0
"Monongalia County, West Virginia",54,061,105252.0
"Monroe County, West Virginia",54,063,13467.0
"Wetzel County, West Virginia",54,103,15614.0
"Cabell County, West Virginia",54,011,95318.0
"Kanawha County, West Virginia",54,039,185710.0
"Pendleton County, West Virginia",54,071,7056.0
"Preston County, West Virginia",54,077,33837.0
"Kitsap County, Washington",53,035,262475.0
"King County, Washington",53,033,2163257.0
"Pend Oreille County, Washington",53,051,13219.0
"San Juan County, Washington",53,055,16473.0
"Whitman County, Washington",53,075,48593.0
"Yakima County, Washington",53,077,249325.0
"Cowlitz County, Washington",53,015,105112.0
"Ferry County, Washington",53,019,7576.0
"Lewis County, Washington",53,041,76947.0
"Grays Harbor County, Washington",53,027,71967.0
"Island County, Washington",53,029,81636.0
"Wahkiakum County, Washington",53,069,4189.0
"Franklin County, Washington",53,021,90660.0
"Grant County, Washington",53,025,94860.0
"Whatcom County, Washington",53,073,216812.0
"Okanogan County, Washington",53,047,41638.0
"Kittitas County, Washington",53,037,44825.0
"Benton County, Washington",53,005,194168.0
"Columbia County, Washington",53,013,4001.0
"Asotin County, Washington",53,003,22337.0
"Garfield County, Washington",53,023,2224.0
"Mason County, Washington",53,045,62627.0
"Stevens County, Washington",53,065,44214.0
"Spokane County, Washington",53,063,497875.0
"Chelan County, Washington",53,007,75757.0
"Rock County, Wisconsin",55,105,161769.0
"Waushara County, Wisconsin",55,137,24116.0
"Adams County, Wisconsin",55,001,20073.0
"Bayfield County, Wisconsin",55,007,14992.0
"Lafayette County, Wisconsin",55,065,16735.0
"Monroe County, Wisconsin",55,081,45502.0
"Pierce County, Wisconsin",55,093,41603.0
"Wood County, Wisconsin",55,141,73274.0
"Ashland County, Wisconsin",55,003,15712.0
"Calumet County, Wisconsin",55,015,49807.0
"Florence County, Wisconsin",55,037,4337.0
"Clark County, Wisconsin",55,019,34491.0
"Jefferson County, Wisconsin",55,055,84652.0
"Kenosha County, Wisconsin",55,059,168330.0
"Iron County, Wisconsin",55,051,5715.0
"St. Croix County, Wisconsin",55,109,87917.0
"Oconto County, Wisconsin",55,083,37556.0
"Lincoln County, Wisconsin",55,069,27848.0
"Waupaca County, Wisconsin",55,135,51444.0
"Barron County, Wisconsin",55,005,45252.0
"Sawyer County, Wisconsin",55,113,16370.0
"Green Lake County, Wisconsin",55,047,18757.0
"Marquette County, Wisconsin",55,077,15207.0
"Marinette County, Wisconsin",55,075,40537.0
"Racine County, Wisconsin",55,101,195398.0
"Winnebago County, Wisconsin",55,139,169926.0
"Forest County, Wisconsin",55,041,9018.0
"Grant County, Wisconsin",55,043,51828.0
"Rusk County, Wisconsin",55,107,14183.0
"Sheboygan County, Wisconsin",55,117,115205.0
"Langlade County, Wisconsin",55,067,19164.0
"Outagamie County, Wisconsin",55,087,184754.0
"Vernon County, Wisconsin",55,123,30516.0
"Columbia County, Wisconsin",55,021,56954.0
"Kewaunee County, Wisconsin",55,061,20360.0
"Brown County, Wisconsin",55,009,259786.0
"Marathon County, Wisconsin",55,073,135264.0
"Oneida County, Wisconsin",55,085,35345.0
"Trempealeau County, Wisconsin",55,121,29438.0
"Washburn County, Wisconsin",55,129,15689.0
"Dodge County, Wisconsin",55,027,87776.0
"Walworth County, Wisconsin",55,127,103013.0
"Crawford County, Wisconsin",55,023,16288.0
"Manitowoc County, Wisconsin",55,071,79407.0
"Sauk County, Wisconsin",55,111,63596.0
"Burnett County, Wisconsin",55,013,15258.0
"Chippewa County, Wisconsin",55,017,63635.0
"Door County, Wisconsin",55,029,27439.0
"Douglas County, Wisconsin",55,031,43402.0
"Jackson County, Wisconsin",55,053,20506.0
"Iowa County, Wisconsin",55,049,23620.0
"Ozaukee County, Wisconsin",55,089,88284.0
"Richland County, Wisconsin",55,103,17539.0
"Campbell County, Wyoming",56,005,47708.0
"Johnson County, Wyoming",56,019,8515.0
"Natrona County, Wyoming",56,025,80610.0
"Converse County, Wyoming",56,009,13997.0
"Niobrara County, Wyoming",56,027,2448.0
"Teton County, Wyoming",56,039,23059.0
"Sweetwater County, Wyoming",56,037,44117.0
"Platte County, Wyoming",56,031,8673.0
"Park County, Wyoming",56,029,29121.0
"Sheridan County, Wyoming",56,033,30012.0
"Big Horn County, Wyoming",56,003,11901.0
"Crook County, Wyoming",56,011,7410.0
"Albany County, Wyoming",56,001,38102.0
"Carbon County, Wyoming",56,007,15477.0
"Goshen County, Wyoming",56,015,13438.0
"Uinta County, Wyoming",56,041,20609.0
"Washakie County, Wyoming",56,043,8129.0
"Hot Springs County, Wyoming",56,017,4680.0
"Fremont County, Wyoming",56,013,40076.0
"Sublette County, Wyoming",56,035,9951.0
"Weston County, Wyoming",56,045,7100.0
"Hatillo Municipio, Puerto Rico",72,065,40390.0
"Humacao Municipio, Puerto Rico",72,069,53466.0
"Morovis Municipio, Puerto Rico",72,101,31320.0
"Mayag�ez Municipio, Puerto Rico",72,097,77255.0
"Trujillo Alto Municipio, Puerto Rico",72,139,67780.0
"Quebradillas Municipio, Puerto Rico",72,115,24036.0
"Moca Municipio, Puerto Rico",72,099,36872.0
"Culebra Municipio, Puerto Rico",72,049,1314.0
"Salinas Municipio, Puerto Rico",72,123,28633.0
"Barceloneta Municipio, Puerto Rico",72,017,24299.0
"Yauco Municipio, Puerto Rico",72,153,36439.0
"Guaynabo Municipio, Puerto Rico",72,061,88663.0
"Cabo Rojo Municipio, Puerto Rico",72,023,49005.0
"Fajardo Municipio, Puerto Rico",72,053,32001.0
"Patillas Municipio, Puerto Rico",72,109,17334.0
"Rinc�n Municipio, Puerto Rico",72,117,14269.0
"Aguas Buenas Municipio, Puerto Rico",72,007,26275.0
"Bayam�n Municipio, Puerto Rico",72,021,182955.0
"Cayey Municipio, Puerto Rico",72,035,44530.0
"Maunabo Municipio, Puerto Rico",72,095,11023.0
"Pe�uelas Municipio, Puerto Rico",72,111,20984.0
"San Sebasti�n Municipio, Puerto Rico",72,131,37964.0
"Toa Alta Municipio, Puerto Rico",72,135,73405.0
"Vieques Municipio, Puerto Rico",72,147,8771.0
"Yabucoa Municipio, Puerto Rico",72,151,34149.0
"Caguas Municipio, Puerto Rico",72,025,131363.0
"Can�vanas Municipio, Puerto Rico",72,029,46108.0
"Coamo Municipio, Puerto Rico",72,043,39265.0
"Dorado Municipio, Puerto Rico",72,051,37208.0
"Barranquitas Municipio, Puerto Rico",72,019,28755.0
"Orocovis Municipio, Puerto Rico",72,107,21407.0
"A�asco Municipio, Puerto Rico",72,011,27368.0
"Ceiba Municipio, Puerto Rico",72,037,11853.0
"Comer�o Municipio, Puerto Rico",72,045,19539.0
"Isabela Municipio, Puerto Rico",72,071,42420.0
"Lares Municipio, Puerto Rico",72,081,26451.0
"Las Piedras Municipio, Puerto Rico",72,085,37768.0
"San Juan Municipio, Puerto Rico",72,127,344606.0
"Vega Alta Municipio, Puerto Rico",72,143,37724.0
"Maricao Municipio, Puerto Rico",72,093,6202.0
"Aibonito Municipio, Puerto Rico",72,009,23457.0
"Juncos Municipio, Puerto Rico",72,077,39128.0
"Sabana Grande Municipio, Puerto Rico",72,121,23054.0
"Hormigueros Municipio, Puerto Rico",72,067,16180.0
"Adjuntas Municipio, Puerto Rico",72,001,18181.0
"Camuy Municipio, Puerto Rico",72,027,32222.0
"Gu�nica Municipio, Puerto Rico",72,055,16783.0
"Manat� Municipio, Puerto Rico",72,091,39692.0
"Naguabo Municipio, Puerto Rico",72,103,26266.0
"Naranjito Municipio, Puerto Rico",72,105,28557.0
"San Germ�n Municipio, Puerto Rico",72,125,32114.0
"Utuado Municipio, Puerto Rico",72,141,29402.0
"Arecibo Municipio, Puerto Rico",72,013,87242.0
"Arroyo Municipio, Puerto Rico",72,015,18111.0
"Cata�o Municipio, Puerto Rico",72,033,24888.0
"Florida Municipio, Puerto Rico",72,054,11910.0
"Monroe County, Alabama",01,099,21512.0
"Lawrence County, Alabama",01,079,33171.0
"Lee County, Alabama",01,081,159287.0
"Pickens County, Alabama",01,107,20298.0
"Sumter County, Alabama",01,119,12985.0
"Choctaw County, Alabama",01,023,13075.0
"Marengo County, Alabama",01,091,19538.0
"Russell County, Alabama",01,113,58213.0
"Covington County, Alabama",01,039,37351.0
"Crenshaw County, Alabama",01,041,13865.0
"Lauderdale County, Alabama",01,077,92585.0
"Lowndes County, Alabama",01,085,10236.0
"Limestone County, Alabama",01,083,93052.0
"St. Clair County, Alabama",01,115,87306.0
"Winston County, Alabama",01,133,23875.0
"Cullman County, Alabama",01,043,82313.0
"Elmore County, Alabama",01,051,81212.0
"Jackson County, Alabama",01,071,52094.0
"Talladega County, Alabama",01,121,80565.0
"Washington County, Alabama",01,129,16643.0
"Coffee County, Alabama",01,031,51288.0
"Morgan County, Alabama",01,103,119122.0
"Chilton County, Alabama",01,021,43930.0
"Colbert County, Alabama",01,033,54495.0
"Dale County, Alabama",01,045,49255.0
"Etowah County, Alabama",01,055,102939.0
"DeKalb County, Alabama",01,049,71200.0
"Lamar County, Alabama",01,075,13933.0
"Randolph County, Alabama",01,111,22574.0
"Mobile County, Alabama",01,097,414659.0
"Walker County, Alabama",01,127,64493.0
"Cleburne County, Alabama",01,029,14938.0
"Greene County, Alabama",01,063,8426.0
"Barbour County, Alabama",01,005,25782.0
"Bullock County, Alabama",01,011,10352.0
"Calhoun County, Alabama",01,015,115098.0
"Clarke County, Alabama",01,025,24387.0
"Montgomery County, Alabama",01,101,226941.0
"Marshall County, Alabama",01,095,95145.0
"Henry County, Alabama",01,067,17124.0
"Madison County, Alabama",01,089,357560.0
"Tallapoosa County, Alabama",01,123,40636.0
"Aleutians West Census Area, Alaska",02,016,5750.0
"Wilcox County, Alabama",01,131,10809.0
"Denali Borough, Alaska",02,068,2232.0
"Kenai Peninsula Borough, Alaska",02,122,58220.0
"Bristol Bay Borough, Alaska",02,060,890.0
"Kodiak Island Borough, Alaska",02,150,13649.0
"Northwest Arctic Borough, Alaska",02,188,7734.0
"Bethel Census Area, Alaska",02,050,18040.0
"North Slope Borough, Alaska",02,185,9797.0
"Sitka City and Borough, Alaska",02,220,8738.0
"Fairbanks North Star Borough, Alaska",02,090,99653.0
"Ketchikan Gateway Borough, Alaska",02,130,13804.0
"Matanuska-Susitna Borough, Alaska",02,170,103464.0
"Nome Census Area, Alaska",02,180,9925.0
"Dillingham Census Area, Alaska",02,070,4975.0
"Haines Borough, Alaska",02,100,2518.0
"Yakutat City and Borough, Alaska",02,282,689.0
"Juneau City and Borough, Alaska",02,110,32330.0
"Lake and Peninsula Borough, Alaska",02,164,1375.0
"Southeast Fairbanks Census Area, Alaska",02,240,6876.0
"Yukon-Koyukuk Census Area, Alaska",02,290,5415.0
"Anchorage Municipality, Alaska",02,020,296112.0
"Aleutians East Borough, Alaska",02,013,3425.0
"Skagway Municipality, Alaska",02,230,1061.0
"Prince of Wales-Hyder Census Area, Alaska",02,198,6474.0
"Petersburg Borough, Alaska",02,195,3255.0
"Kusilvak Census Area, Alaska",02,158,8198.0
"Maricopa County, Arizona",04,013,4253913.0
"Graham County, Arizona",04,009,37879.0
"Santa Cruz County, Arizona",04,023,46584.0
"La Paz County, Arizona",04,012,20701.0
"Mohave County, Arizona",04,015,206064.0
"Coconino County, Arizona",04,005,140217.0
"Yuma County, Arizona",04,027,207829.0
"Greenlee County, Arizona",04,011,9504.0
"Pinal County, Arizona",04,021,419721.0
"St. Francis County, Arkansas",05,123,26294.0
"White County, Arkansas",05,145,78804.0
"Nevada County, Arkansas",05,099,8440.0
"Cross County, Arkansas",05,037,16998.0
"Drew County, Arkansas",05,043,18502.0
"Columbia County, Arkansas",05,027,23892.0
"Saline County, Arkansas",05,125,118009.0
"Van Buren County, Arkansas",05,141,16684.0
"Izard County, Arkansas",05,065,13559.0
"Lincoln County, Arkansas",05,079,13695.0
"Logan County, Arkansas",05,083,21757.0
"Crittenden County, Arkansas",05,035,49013.0
"Franklin County, Arkansas",05,047,17780.0
"Pike County, Arkansas",05,109,10808.0
"Jefferson County, Arkansas",05,069,70424.0
"Montgomery County, Arkansas",05,097,8993.0
"Scott County, Arkansas",05,127,10442.0
"Sebastian County, Arkansas",05,131,127461.0
"Benton County, Arkansas",05,007,258980.0
"Chicot County, Arkansas",05,017,10826.0
"Johnson County, Arkansas",05,071,26291.0
"Lee County, Arkansas",05,077,9398.0
"Pope County, Arkansas",05,115,63644.0
"Desha County, Arkansas",05,041,11887.0
"Fulton County, Arkansas",05,049,12139.0
"Garland County, Arkansas",05,051,98296.0
"Prairie County, Arkansas",05,117,8244.0
"Van Wert County, Ohio",39,161,28281.0
"Washington County, Ohio",39,167,60671.0
"Williams County, Ohio",39,171,36936.0
"Auglaize County, Ohio",39,011,45784.0
"Columbiana County, Ohio",39,029,104003.0
"Darke County, Ohio",39,037,51734.0
"Ottawa County, Ohio",39,123,40709.0
"Fulton County, Ohio",39,051,42305.0
"Hardin County, Ohio",39,065,31542.0
"Jackson County, Ohio",39,079,32524.0
"Lucas County, Ohio",39,095,432379.0
"Morrow County, Ohio",39,117,34976.0
"Noble County, Ohio",39,121,14443.0
"Preble County, Ohio",39,135,41207.0
"Seneca County, Ohio",39,147,55475.0
"Stark County, Ohio",39,151,373475.0
"Allen County, Ohio",39,003,103642.0
"Coshocton County, Ohio",39,031,36574.0
"Crawford County, Ohio",39,033,42021.0
"Delaware County, Ohio",39,041,197008.0
"Guernsey County, Ohio",39,059,39274.0
"Hocking County, Ohio",39,073,28495.0
"Mercer County, Ohio",39,107,40806.0
"Ross County, Ohio",39,141,77051.0
"Cuyahoga County, Ohio",39,035,1253783.0
"Lorain County, Ohio",39,093,306713.0
"Miami County, Ohio",39,109,104800.0
"Montgomery County, Ohio",39,113,532034.0
"Trumbull County, Ohio",39,155,201794.0
"Wood County, Ohio",39,173,129936.0
"Ashtabula County, Ohio",39,007,98136.0
"Adair County, Oklahoma",40,001,22113.0
"Stephens County, Oklahoma",40,137,43983.0
"Cimarron County, Oklahoma",40,025,2189.0
"Carter County, Oklahoma",40,019,48406.0
"Grant County, Oklahoma",40,053,4418.0
"Greer County, Oklahoma",40,055,5943.0
"McClain County, Oklahoma",40,087,38634.0
"McIntosh County, Oklahoma",40,091,19819.0
"Murray County, Oklahoma",40,099,13875.0
"Noble County, Oklahoma",40,103,11411.0
"Ottawa County, Oklahoma",40,115,31566.0
"Sequoyah County, Oklahoma",40,135,41359.0
"Wagoner County, Oklahoma",40,145,77850.0
"Woods County, Oklahoma",40,151,9127.0
"Caddo County, Oklahoma",40,015,29342.0
"Muskogee County, Oklahoma",40,101,69084.0
"Okfuskee County, Oklahoma",40,107,12115.0
"Bryan County, Oklahoma",40,013,45759.0
"Harper County, Oklahoma",40,059,3847.0
"Kay County, Oklahoma",40,071,44880.0
"Craig County, Oklahoma",40,035,14493.0
"Tulsa County, Oklahoma",40,143,642781.0
"Canadian County, Oklahoma",40,017,136710.0
"Harmon County, Oklahoma",40,057,2721.0
"Pushmataha County, Oklahoma",40,127,11119.0
"Latimer County, Oklahoma",40,077,10495.0
"Osage County, Oklahoma",40,113,47311.0
"Texas County, Oklahoma",40,139,21121.0
"Garfield County, Oklahoma",40,047,62190.0
"Johnston County, Oklahoma",40,069,11041.0
"Pittsburg County, Oklahoma",40,121,44382.0
"Roger Mills County, Oklahoma",40,129,3708.0
"Woodward County, Oklahoma",40,153,20967.0
"Cherokee County, Oklahoma",40,021,48599.0
"Delaware County, Oklahoma",40,041,42112.0
"Ellis County, Oklahoma",40,045,4072.0
"Grady County, Oklahoma",40,051,54733.0
"Payne County, Oklahoma",40,119,81512.0
"Pottawatomie County, Oklahoma",40,125,72000.0
"Creek County, Oklahoma",40,037,71160.0
"Tillman County, Oklahoma",40,141,7515.0
"Washita County, Oklahoma",40,149,11432.0
"Cotton County, Oklahoma",40,033,5929.0
"Kiowa County, Oklahoma",40,075,9001.0
"Le Flore County, Oklahoma",40,079,49909.0
"McCurtain County, Oklahoma",40,089,32966.0
"Major County, Oklahoma",40,093,7718.0
"Mayes County, Oklahoma",40,097,40980.0
"Oklahoma County, Oklahoma",40,109,782051.0
"Custer County, Oklahoma",40,039,29209.0
"Beaver County, Oklahoma",40,007,5415.0
"Love County, Oklahoma",40,085,9933.0
"Beckham County, Oklahoma",40,009,22621.0
"Choctaw County, Oklahoma",40,023,14886.0
"Jackson County, Oklahoma",40,065,25384.0
"Lincoln County, Oklahoma",40,081,34854.0
"Marion County, Oregon",41,047,335553.0
"Jackson County, Oregon",41,029,214267.0
"Grant County, Oregon",41,023,7183.0
"Jefferson County, Oregon",41,031,23143.0
"Clackamas County, Oregon",41,005,405788.0
"Linn County, Oregon",41,043,122870.0
"Tillamook County, Oregon",41,057,26076.0
"Baker County, Oregon",41,001,15984.0
"Josephine County, Oregon",41,033,85481.0
"Umatilla County, Oregon",41,059,76898.0
"Lincoln County, Oregon",41,041,47881.0
"Columbia County, Oregon",41,009,50851.0
"Sherman County, Oregon",41,055,1605.0
"Wasco County, Oregon",41,065,25866.0
"Lane County, Oregon",41,039,368882.0
"Malheur County, Oregon",41,045,30431.0
"Washington County, Oregon",41,067,581821.0
"Morrow County, Oregon",41,049,11215.0
"Clatsop County, Oregon",41,007,38562.0
"Curry County, Oregon",41,015,22507.0
"Gilliam County, Oregon",41,021,1907.0
"Lake County, Oregon",41,037,7843.0
"Union County, Oregon",41,061,26028.0
"Delaware County, Pennsylvania",42,045,563527.0
"Union County, Pennsylvania",42,119,45114.0
"Wayne County, Pennsylvania",42,127,51536.0
"Dauphin County, Pennsylvania",42,043,274515.0
"Westmoreland County, Pennsylvania",42,129,354751.0
"Forest County, Pennsylvania",42,053,7351.0
"Monroe County, Pennsylvania",42,089,167586.0
"Philadelphia County, Pennsylvania",42,101,1575522.0
"Blair County, Pennsylvania",42,013,123842.0
"Cambria County, Pennsylvania",42,021,134550.0
"Berks County, Pennsylvania",42,011,416642.0
"Huntingdon County, Pennsylvania",42,061,45421.0
"Lawrence County, Pennsylvania",42,073,87382.0
"Mifflin County, Pennsylvania",42,087,46362.0
"Cumberland County, Pennsylvania",42,041,247433.0
"Allegheny County, Pennsylvania",42,003,1225561.0
"Snyder County, Pennsylvania",42,109,40466.0
"Susquehanna County, Pennsylvania",42,115,41340.0
"Crawford County, Pennsylvania",42,039,86164.0
"Erie County, Pennsylvania",42,049,275972.0
"Fulton County, Pennsylvania",42,057,14506.0
"Juniata County, Pennsylvania",42,067,24562.0
"Schuylkill County, Pennsylvania",42,107,143555.0
"Wyoming County, Pennsylvania",42,131,27588.0
"Adams County, Pennsylvania",42,001,102023.0
"Armstrong County, Pennsylvania",42,005,66331.0
"Clinton County, Pennsylvania",42,035,39074.0
"Carbon County, Pennsylvania",42,025,63931.0
"Centre County, Pennsylvania",42,027,161443.0
"Northumberland County, Pennsylvania",42,097,92325.0
"Northampton County, Pennsylvania",42,095,301778.0
"Cameron County, Pennsylvania",42,023,4686.0
"Venango County, Pennsylvania",42,121,52376.0
"Beaver County, Pennsylvania",42,007,166896.0
"Bucks County, Pennsylvania",42,017,626370.0
"Lackawanna County, Pennsylvania",42,069,211454.0
"McKean County, Pennsylvania",42,083,41806.0
"Fayette County, Pennsylvania",42,051,132289.0
"Montgomery County, Pennsylvania",42,091,821301.0
"Greene County, Pennsylvania",42,059,37144.0
"Lebanon County, Pennsylvania",42,075,138674.0
"Luzerne County, Pennsylvania",42,079,317884.0
"Montour County, Pennsylvania",42,093,18294.0
"Columbia County, Pennsylvania",42,037,66220.0
"Butler County, Pennsylvania",42,019,186566.0
"Jefferson County, Pennsylvania",42,065,44084.0
"Lancaster County, Pennsylvania",42,071,538347.0
"Perry County, Pennsylvania",42,099,45924.0
"Potter County, Pennsylvania",42,105,16937.0
"Tioga County, Pennsylvania",42,117,41226.0
"Providence County, Rhode Island",44,007,634533.0
"Bristol County, Rhode Island",44,001,48900.0
"Newport County, Rhode Island",44,005,83075.0
"Aiken County, South Carolina",45,003,166926.0
"Newberry County, South Carolina",45,071,38068.0
"Edgefield County, South Carolina",45,037,26769.0
"Clarendon County, South Carolina",45,027,34017.0
"Colleton County, South Carolina",45,029,37568.0
"Sumter County, South Carolina",45,085,106995.0
"Lexington County, South Carolina",45,063,286316.0
"Barnwell County, South Carolina",45,011,21577.0
"York County, South Carolina",45,091,258641.0
"Berkeley County, South Carolina",45,015,209065.0
"Darlington County, South Carolina",45,031,67253.0
"Georgetown County, South Carolina",45,043,61605.0
"Anderson County, South Carolina",45,007,195995.0
"Chesterfield County, South Carolina",45,025,46024.0
"Greenwood County, South Carolina",45,047,70264.0
"Horry County, South Carolina",45,051,320915.0
"Kershaw County, South Carolina",45,055,64361.0
"Orangeburg County, South Carolina",45,075,88454.0
"Abbeville County, South Carolina",45,001,24657.0
"Bamberg County, South Carolina",45,009,14600.0
"Calhoun County, South Carolina",45,017,14713.0
"Dillon County, South Carolina",45,033,30871.0
"Richland County, South Carolina",45,079,408263.0
"Fairfield County, South Carolina",45,039,22712.0
"Hampton County, South Carolina",45,049,19807.0
"Greenville County, South Carolina",45,045,498402.0
"Lancaster County, South Carolina",45,057,89546.0
"Dorchester County, South Carolina",45,035,155474.0
"Florence County, South Carolina",45,041,138561.0
"Laurens County, South Carolina",45,059,66710.0
"McCormick County, South Carolina",45,065,9606.0
"Pickens County, South Carolina",45,077,122746.0
"Union County, South Carolina",45,087,27644.0
"Williamsburg County, South Carolina",45,089,31794.0
"Aurora County, South Dakota",46,003,2759.0
"Grant County, South Dakota",46,051,7217.0
"Tripp County, South Dakota",46,123,5468.0
"Jackson County, South Dakota",46,071,3287.0
"Minnehaha County, South Dakota",46,099,186749.0
"Custer County, South Dakota",46,033,8573.0
"Hyde County, South Dakota",46,069,1331.0
"Clark County, South Dakota",46,025,3673.0
"Faulk County, South Dakota",46,049,2322.0
"Kingsbury County, South Dakota",46,077,4967.0
"Walworth County, South Dakota",46,129,5510.0
